Full Name,Description,Job,Country,Father,Mother,Spouse,Birth Date,Death Date,Birth Place,Death Place,Death Reason,Known for,Notable Work,Image,Website,Children,Native Name,Signature,Title,Honours,Awards,Education,Birth Name,Nationality,Weight,Height,Eye Color,Hair Color
Shiba Maggon,,"FIBA Coach Senior Women  Commonwealth Games 2018, FIBA Asia Cup 2017, William Jones Cup 2017, Head Coach Junior women 2016,Coach Junior women 2012 and 2010, Coach National Youth women Team 2011 <br/>FIBA Referee,<br/>Lead Coordinator NBA (Delhi)",,,,,{{birth date and age|df|=|yes|1980|3|16}},,"[[Karnal]], [[Haryana]], [[India]]",,,Famously called Queen of Basketball,,Shiba Maggon.jpg,{{URL|http://www.shibamaggon.in}} Powered by {{URL|http://www.ujudebug.com}},,,,,,,"Sec 18 school, Chandigarh",,{{flagicon | India}} [[Indian people|Indian]],,,,
Shikha Gautam,,,{{IND}},,,,{{birth date and age|df|=|yes|1998|4|18}},,"[[Visakhapatnam]], India",,,,,Action Picture.jpg,,,,,,,,,Shikha Rajesh Gautam,,55 kg,1.65 m,,
Shikha Subas Pandey,,,India,,,,{{birth date and age|1989|5|12|df|=|yes}},,"[[Karimnagar]], India",,,,,2020 ICC W T20 WC I v B 02-24 Pandey (04).jpg,,,,,,,,,,,,,,
Shikha Tandon,,,,,,,{{birth date and age|1985|1|12|df|=|yes}},,,,,,,,,,,,,,,,,,,,,
Shikha Devi Uberoi,,,{{USA}} <br /> {{IND}},,,,{{Birth date and age|df|=|yes|1983|04|05}},,"[[Bombay]], India",,,,,Shikha Uberoi at the 2006 Asian Games (Cropped).jpg,,,,,,,,,,,,1.73 m,,
Shilpa Dayanand Gupta,,,India,,,,{{birth date and age|1989|2|24|df|=|yes}},,"[[Delhi]], [[India]]",,,,,,,,,,,,,,,,,,,
Shilpa Shetty,,{{hlist|Actress|film producer|dancer|author|businesswoman|model}},,,,{{marriage|[[Raj Kundra]]|2009}},{{Birth date and age|df|=|yes|1975|06|08}},,"[[Mangalore]], [[Karnataka]], [[India]]",,,,,Shilpa.Shetty.jpg,,2,,,,,,,Ashwini Shetty,,,,,
Shipra Mazumdar,,[[Major]] in the [[Indian Army]],,,,,,,,,,Reaching the summit of [[Mount Everest]],,,,,,,,,,,,{{flagicon|IND}} [[India|IndianIndia]]n,,,,
Shirin Framroze Darasha,,"[[Pedagogy]], [[feminist]], playwright",,,,,27 December 1938,{{death date and age|df|=|yes|2012|05|02|1938|12|27}},,,,,,,,,,,,,,,,Indian,,,,
Shirin M. Rai,,,,,,,{{Birth date and age|df|=|yes|1960|12|01}},,New Delhi,,,Gender and Development; Democratization; Political Ceremony and Ritual Studies,,,,,,,,,,,,,,,,
Shital Morjaria,,Journalist and film-maker,,,,,,,,,,''Naveena'',,,,,,,,,,,,Indian,,,,
Shiv Khoiwal,,Govt service,[[India]],,,,{{Birth date and age|1989|08|20|mf|=|y}},,"[[Khatik Mohalla, Bhilwara|Khatik Mohalla]], [[Bhilwara]], [[Rajasthan]]",,,,,,,,शिव खोईवाल,,,,,[[Bachelor of arts]],,[[India]],,6 ft,,
Shivangi Pathak,,Mountaineer,,,,,August 2002,,"[[Hisar (city)|Hisar, Haryana]], India",,,,,Shivangi Pathak.jpg,,,,,,,,,,,,,,
Shivani Kataria,,,,,,,{{Birth date and age|1997|9|27}},,"Gurugram, Haryana, India",,,,,Shivani kataria.jpg,,,,,,,,,,,,,,
Shobha De,,{{hlist|Author|columnist|novelist}},,,,Dilip De,{{birth date and age|1948|1|7|df|=|yes}},,"[[Satara District]], [[Bombay State|Province of Bombay]] , [[Dominion of India]]<br/>(present-day [[Maharashtra]], India)",,,,,File:Shobhaa Rajadhyaksha De - Kolkata 2015-02-06 5715.JPG,,6,,,,,,,Shobha Rajadhyaksha,,,,,
Shobha Deepak Singh,,Cultural [[impresario]]<br />Photographer<br />Writer,,,,Deepak Singh,{{birth date and age|21 October 1943}},,"[[New Delhi]], India",,,[[Shriram Bharatiya Kala Kendra]],,,{{Url|http://shobhadeepaksingh.in/|Official website}},One daughter,,,,,[[Padma Shri]],,,,,,,
Shobha Pandit,,,India,,,,{{Birth date and age|1956|2|11|df|=|yes}},,"[[Bombay]], [[India]]",,,,,,,,,,,,,,,,,,,
Shobhana Bhartia,,Business magnate,,,,Shyam Sunder Bhartia,{{Birth date and age|df|=|yes|1957|01|04}},,,,,,,"File:Shobhana Bhartia, Hindustan Times Leadership Summit-2013, New Delhi (cropped).jpg",,,,,,,[[Padma Shri]],,,Indian,,,,
Shobhana Ranade,,Social worker,,,,,{{birth date and age|1924|10|26|df|=|yes}},,"[[Poona]], [[Bombay Presidency]], [[British Raj|British India]]",,,,,Mukesh Ambani and Nita ambani Felicitating Shobhana Ranade with Life Time Achievement Award.jpg,,,,,,,[[Padma Bhushan]]<br>Jamnalal Bajaj Award<br>CNN IBN Real Heroes 2012 Life Time Achievement Award<br>[[Rabindranath Tagore]] Prize<br>Pride of Pune Award<br>Rajeev Gandhi Manav Seva Award<br>National Award<br>Mahatma Gandhi Award,,,,,,,
Shoma Chaudhury,,Journalist,,,,Aditya Puri,8 March 1971,,India,,,,,Shoma.png,https://shomachaudhury.com/,Valmik & Kabir Puri,,,,,,,,,,,,
Shreyanshi Pardeshi,,,{{IND}},,,,{{birth date and age|df|=|yes|1998|5|4}},,,,,,,,,,,,,,,,,,,,,
Shruti Dhawan,,,{{IND}},,,,{{birth date and age|1982|3|28|df|=|yes}},,"[[New Delhi]], India",,,,,,,,,,,,,,,,,,,
Shruti Kurien,,,[[India]],,,,{{birth date and age|df|=|yes|1983|3|28}},,"[[Chennai]], India",,,,,,,,,,,,,,,,,1.70 m,,
Shubhangi Dattatraya Kulkarni,,,India,,,,"July 19, 1959",,"Poona (now [[Pune]]), [[Maharashtra]]",,,,,,,,,,,,,,,,,,,
Shubhlakshmi Sharma,,,India,,,,{{Birth date and age|1989|12|31|df|=|yes}},,"[[Hazaribagh]], [[Jharkhand]], [[India]]",,,,,,,,,,,,,,,,,,,
Shukla Bose,,Founder and CEO of [[Parikrma Humanity Foundation]],,,,,,,"{{flagicon|India}} [[Darjeeling]], [[West Bengal]], [[India]]",,,,,,,,,,,,,,,,,,,
Shweta Singh,,,{{IND}},,,{{Marriage|Singh Prashant<br />|2013}},{{Birth date and age|df|=|yes|1986|7|3}},,"[[Faridabad]], [[Haryana]]",,,,,File:Shweta Chaudhary with medal.jpg,,,,,,,,[[Bachelor of Arts]],Shweta Chaudhary,Indian,65 kg,170 cm,,
Shweta Taneja,,"Novelist, Graphic Novelist, Journalist",,,,,,,"[[New Delhi]], India",,,,,,{{url|shwetawrites.com}},,,,,,,,,,,,,
Shyam Kumari Khan,,Lawyer<br />[[Indian independence movement|Indian independence activist]]<br />[[Rajya Sabha]] member<br />Social worker,,,,Abdul Jamil Khan,{{Birth date|1904|10|20|df|=|yes}},{{death date and age|1980|06|09|1904|10|20|df|=|yes}},,,,,,,,2,,,,,,,Shyam Kumari Nehru,[[India]]n,,,,
Shyam Singh Shashi,,{{br separated entries|[[Socioanthropology|Socio–anthropologist]]|Litterateur|Poet}},,,,,{{birth date and age|1935|07|01}},,"[[Haridwar]], India",,,Writings on [[tribals]] and [[nomads]],,,,,,,,,[[Padma Shri]],{{br separated entries|[[Doctor of Philosophy]]|[[Doctor of Letters]] ([[honoris causa]])}},,Indian,,,,
Shyama Charan Dube,,,,,,,{{birth date|df|=|y|1922|07|25}},{{death date and age|df|=|y|1996|02|04|1922|07|25}},"[[Madhya Pradesh]], [[India]]",,,,,,,,,,,,,[[Nagpur University]],,Indian,,,,
Shyama Dey Shaw,,,India,,,,{{Birth date and age|1971|7|8|df|=|yes}},,"[[Howrah]], [[India]]",,,,,,,,,,,,,,,,,,,
Shyamala Goli,,"endurance swimmer, school teacher",,,,,,,,,,became only the second woman to cross the [[Palk Strait]],,,,,,,,,,,,Indian,,,,
Silverine Swer,,Social activist<br>Academic<br>Civil servant,,,,,12 November 1910,1 February 2014,"[[Shillong]], [[Eastern Bengal and Assam]], India","Riatsamthiah, Shillong, Meghalaya, India",,,,,,,,,,,[[Padma Shri]]<br>Patogan Sangma Award<br>Silver Elephant Medal of the [[The Bharat Scouts and Guides|Bharat Scouts and Guides]] Award<br>[[Kaisar-i-Hind Medal]]<br>RG Buruah Smriti Rakhya Samiti,,,,,,,
Simple Kapadia,,{{csv|[[Actress]]|[[Costume designer]]}},,,,Rajinder Singh Shetty,{{birth date|df|=|yes|1958|08|15}},{{death date and age|df|=|yes|2009|11|10|1958|08|15}},"[[Mumbai|Bombay]], [[India]]","[[Mumbai]], [[Maharashtra]], [[India]]",,,,,,Karan Kapadia,,,,,[[National Film Award for Best Costume Design]] for ''[[Rudaali]]'' (1994),,,,,,,
Simran Dil Bahadur,,,India,,,,{{birth date and age|1999|12|13|df|=|yes}},,,,,,,,,,,,,,,,,,,,,
Simranjit Kaur Baatth,,,,,,,{{birth date and age|1995|7|10|df|=|y}},,"[[Chakar, Punjab]], India",,,,,,,,,,,,,,,[[Indian people|Indian]],{{convert|64|kg|lb|0|abbr|=|on}},{{height|m|=|1.69|precision|=}},,
Simrithi Bathija,,{{Hlist|Model|beauty pageant titleholder}},,,,,{{Birth date and age|1999|4|9|df|=|yes}},,"[[Mumbai]], ulhanagar [[Maharashtra]], India",,,,,,,,,,[[Glamanand Supermodel India|Glamanand Supermodel India 2019]],,,[[Bachelor's degree]] in [[Mass media]],,,,{{height|m|=|1.70|precision|=|0}},[[Eye color#Brown|Light brown]],[[Black hair|Black]]
Sister Nivedita,,,,,,,{{Birth date|df|=|y|1867|10|28}},{{Death-date and age|13 October 1911|28 October 1867}},"[[County Tyrone]], [[Northern Ireland]], [[United Kingdom]]","[[Darjeeling]], [[Bengal Presidency]], [[British Raj|British India]]<br />(present-day [[Darjeeling]], [[West Bengal]], [[India]])",,,,Sœur Nivedita.jpg,,,,,,,,,Margaret Elizabeth Noble,,,,,
Sivasankari,,writer,,,,,{{birth date and age|df|=|yes|1942|10|14}},,"Madras, Tamilnadu",,,,,,,,,,,,,,,,,,,
Smitha Harikrishna,,,India,,,,{{Birth date and age|1973|11|6|df|=|yes}},,"[[Bangalore]], [[India]]",,,,,,,,,,,,,,,,,,,
Smriti Shriniwas Mandhana,,,India,,,,{{birth date and age|1996|7|18|df|=|yes}},,"[[Mumbai]], [[Maharashtra]], India",,,,,"Ms. Smriti Mandhana, Arjun Awardee (Cricket), in New Delhi on July 16, 2019 (cropped).jpg",,,,,,,,,,,,,,
Smriti Mehra,,,,,,,{{Birth date and age|1972|5|12|df|=|y}},,"[[Kolkata]], [[India]]",,,,,2010 Women's British Open - Smriti Mehra (3).jpg,,,,,,,,,,{{IND}},,{{height|ft|=|5|in|=|5}},,
Sneh Rana,,,India,,,,{{birth date and age|1994|2|18|df|=|yes}},,"[[Dehradun]], [[Uttarakhand]]",,,,,,,,,,,,,,,,,,,
Snehadevi S. Reddy,,,{{IND}},,,,{{birth date and age|1997|02|13|df|=|yes}},,,,,,,,,,,,,,,,,,,,,
Snehal Nitin Pradhan,,,India,,,,{{Birth date and age|1986|3|18|df|=|yes}},,"[[Pune]], [[India]]",,,,,"Snehal_Pradhan_(10_March_2009,_Sydney).jpg",,,,,,,,,,,,,,
Sohini Ray,,"[[Dancer|Choreographer]], [[Anthropologist]]",,,,,{{Birth date and age|df|=|yes|1966|8|25}},,"[[Kolkata]], [[India]]",,,,,,,,,,,,,,,,,,,
Soma Dutta,,,,,,,{{birth date and age|1967|12|25|df|=|yes}},,[[India]],,,,,,,,,,,,,,,[[India]]n,,,,
Sonajharia Minz (Ph.D),,,,[[Nirmal Minz]],,,,,,,,,,Sonajharia minz.jpg,,,,,,,,"[[Women's Christian College, Chennai|Women's Christian College]], [[Madras Christian College]], [[Jawaharlal Nehru University]]",,[[Indian people|Indian]],,,,
Sonakshi Sinha,,{{hlist|Actress|singer}},,,,,{{birth date and age|df|=|yes|1987|6|2}},,"[[Patna]], [[Bihar]], India",,,,,Sonakshi-Sinha-d l.jpg,,,,,,,,,,,,,,
Sonal Phadke,,,,,,,,,"[[Mumbai]], India",,,,,,,,,,,,,,,,,,,
Sonal Varma,,,,,,,,,,,,,,,,,,,,,,,,Indian,,,,
Sonalben Manubhai Patel,,,{{IND}},,,Ramesh Chaudhary,{{birth date and age|df|=|yes|1987|9|15}},,"[[Viramgam]], [[Gujarat]], [[India]]",,,,,,,,,,,,,,,,,,,
Soni Kamlesh Yadav,,,India,,,,{{birth date and age|1994|03|24|df|=|y}},,"[[Ghaziabad, Uttar Pradesh]], [[India]]",,,,,,,,,,,,,,,,,,,
Sonia Chahal,,,,,,,,,"Nimri village, [[Bhiwani district]], [[Haryana]], India",,,,,,,,,,,,,,,Indian,,,,
Sonia Lather,,,,,,,{{Birth date and age|df|=|yes|1992|02|10}},,"[[Jind]], [[Haryana]], India",,,,,,,,,,,,,,,Indian,,,,
Sonia Singh,,[[Journalist]],,,,[[Ratanjit Pratap Narain Singh]],{{Birth date and age|df|=|yes|1970|09|21}},,"[[New Delhi, India]]",,,,,,{{URL|social.ndtv.com/soniasingh}},,,,,,,"[[St. Stephen's College, Delhi|St. Stephen's College]]",,,,,,
Sonika Singh Chauhan,,"TV actress, model, TV host",,,,,{{Birth date|1989|07|12|df|=|yes}},{{death date and age |2017|4|29 |1989|7|12 |df|=|yes}},,"[[Kolkata]], [[West Bengal]], India",Car accident,,,Sonika Chauhan (1).jpg,,,,,,,,,,India,,,,
Sonika Kaliraman,,[[Sportsperson|Sportswoman]] ([[Wrestling|Wrestler]]),,,,,{{b-da|11 June 1983}},,"Delhi, India",,,Wrestling,First Indian Woman Wrestler Bharat Kesari,Sonika Kaliraman with Deepika Kaliraman (cropped).jpg,{{URL|http://sonikakaliraman.com/}},,,,First Indian Woman Wrestler,,,,,[[India]]n,,1.93 m,,
Soniya Dabir,,,India,,,,{{Birth date and age|1980|7|17|df|=|yes}},,"[[Pune]], [[India]]",,,,,,,,,,,,,,,,,,,
Sonroopa Vishal,,"Poet, Writer",,,,,{{Birth date and age|1977|10|30}},,"[[Budaun]], [[Uttar Pradesh]], [[India]]",,,,''Likhna Zaruri Hai'' (2014)<br>''America Aur 45 Din'' (2018)<br>''Pichle Baras Ka Gulmohur'' (2019),Sonroopa Vishal in Aagman 2021.jpg,[http://www.sonroopa.com/ Official website],,,,,,"Harivansh Rai Bachchan Navodit Geetkaar Award (2014) & Jagadish Gupta Sarjana Award (2019) by [[Uttar Pradesh Hindi Sansthan]], [[Government of Uttar Pradesh]]","M.A. (Hindi), PhD",,Indian,,,,
Sonu Anand Sharma,,,,,,,,,"[[New Delhi]], [[Delhi]], India",,,,,,,,,,,,,,,,,,,
Soonderbai Hannah Powar,,,,,,,"July 29, 1856","December 15, 1921",,,,,,SoonderbaiPowar1900.jpg,,,,,,,,,Soonderi Hannah Powar,,,,,
Sooni Taraporevala,,"screenwriter, film director, photographer",,,,,{{birth year and age|1957}},,[[Mumbai]],,,,,Sooni Taraporevala.jpg,,,,,,,,,,[[India]],,,,
Soorya Thottangal,,,,,,,{{birth date and age|1989|8|23|df|=|y}},,[[Kerala]],,,,,,,,,,,,,,,[[India]],,{{convert|186|cm|in|0|abbr|=|on}},,
Sophia Wadia,,"[[Theosophist]], literateur",,,,[[B. P. Wadia]],1901,27 April 1986,Colombia,India,,,,,,,,,,,[[Padma Shri]],,,,,,,
Sorokhaibam Ranjana Chanu,,,,,,,{{Birth date and age|1999|3|10|df|=|y}},,"[[Manipur]], India",,,,,,,,,,,,,,,,,,,
Soumendra Mohan Patnaik,,"Academic, researcher",,,,,,,,,,,,Soumendra Mohan Patnaik.jpg,,,,,,,,,,,,,,
Soumya Guguloth,,,,,,,{{birth date and age|2001|7|18|df|=|y}},,"[[Telangana]], India",,,,,,,,,,,,,,,,,,,
Soumya Swaminathan,,,[[India]],,,,,,"[[Palakkad]], India",,,,,SSwaminathan10.jpg,,,,,[[Woman Grandmaster]] (2008),,,,,,,,,
Sowjanya Bavisetti,,,{{IND}},,,,{{birth date and age|1993|12|11|df|=|yes}},,,,,,,,,,,,,,,,,,,,,
Soumya Narayansamy,,,,,,,{{Birth date and age |2000|7|25|df|=|y}},,[[Tamil Nadu]],,,,,,,,,,,,,,,,,,,
Sthalam Krishnamurth Sravanthi Naidu,,,India,,,,{{Birth date and age|1986|8|23|df|=|yes}},,"[[Secunderabad]], [[Andhra Pradesh]], India",,,,,,,,,,,,,,,,,,,
Sreedevi Kakkad,,Writer,,,,[[N. N. Kakkad]],{{Birth date and age|df|=|yes|1935|3|1}},,"Karalmanna, Palakkad, Kerala, India",,,,,,,"Sreekumar, Syamkumar",,,,,,Palakkad,,India,,,,
Sreekumari Ramachandran<br>ശ്രീകുമാരി രാമചന്ദ്രൻ,,"Novelist, [[Short story|Short Story Writer]], Dancer, orator, columnist",,,,C. Ramachandra Menon,{{birth year and age|1950}},,"[[Kochi|Cochin]], Kerala",,,[[Malayalam literature|Malayalam Literature – Writer]],,Sreekumari Ramachandran DS.jpg,,"Reghu, Mohan",,,,,,''Visharad'' by [[Dakshina Bharat Hindi Prachar Sabha]],P. Sreekumari,Indian,,,,
Sreerupa Bose,,,India,,,,{{circa|1951}},{{Death date and given age|2017|11|30|66|df|=|y}},[[India]],,,,,,,,,,,,,,,,,,,
Srija Seshadri,,,,,,,{{Birth date and age|1997|08|15|df|=|y}},,"[[Chennai]], [[Tamil Nadu]], India",,,,,,,,,,[[Woman grandmaster]] (2019),,,,,,,,,
Srimati Lal,,,,,,[[Francis Newton Souza]] (1993-2002),1959,2019,,,,,,,{{url|http://SrimatiLal.com}},,,,,,,,Srimati Lal,,,,,
Shriyanka Sadangi,,[[Sportsperson|Sportswoman]]([[Shooting|Shooter]]),,,,,{{Birth date and age|df|=|yes|1995|01|10}},,"[[Sambalpur]], India",,,,,,,,,,,,,,,Indian,,,,
Stephy Zaviour,,"*[[Costume designer]] (feature films and television ads)
*[[Fashion designer]]",,,,,{{birth date and age|df|=|yes|1992|6|20}},,"[[Mananthavady]], [[Kerala]]",,,,,,,,,,,,,,,,,,,
Subbaraman Meenakshi,,,[[India]],,,,,,"[[New Delhi]], [[India]]",,,,,,,,,,[[FIDE titles|Woman Grandmaster (WGM)]] (2004),,,,,,,,,
Subbaraman Vijayalakshmi,,,{{IND}},,,,{{Birth date and age|1979|3|25|df|=|yes}},,[[Chennai|Madras]],,,,,"Vijayalakshmi,Subbaraman 2018 Karlsruhe.jpg",,,,,[[International Master]]<br> [[Woman Grandmaster]],,,,,,,,,
Subhadra Kumari Chauhan,,[[Poet]],,,,Thakur Lakshman Singh Chauhan,{{birth date|1904|08|16|df|=|y}},{{death date and age|1948|02|15|1904|08|16|df|=|y}},"[[Allahabad district|Allahabad]], [[United Provinces of Agra and Oudh]],  [[British India]]","[[Seoni]], [[Central Provinces and Berar]], [[India]]",,,,Subhadra Kumari Chauhan 1976 stamp of India.jpg,,5,,,,,,,,Indian,,,,
Subhadra Pradhan,,,,,,,{{birth date and age|1986|06|05|df|=|yes}},,"Saunamara, [[Sundergarh district|Sundergarh]], [[Odisha]],<br>India",,,,,,,,,,,,,,,,,,,
Sucharita Tyagi,,{{Hlist | Film critic | radio jockey | video content creator}},,,,,,,"[[New Delhi]], India",,,,,Sucharita Tyagi.jpg,,,,,,,,"[[St. Xavier's College, Mumbai]]",,,,,,
Sucheta Kripalani,,,,,,[[J. B. Kripalani]],,,"[[Ambala]], [[Punjab (British India)|Punjab]], [[British India]]<br/>( {{small|present-day [[Haryana]], [[India]]}} )","[[New Delhi]], [[India]]",,,,Sucheta Kriplani.jpg,,,,,,,,,,,,,,
Suchitra,,"{{flat list|
*Singer
*Actress
*Songwriter
*Composer
*Musician
*[[Radio Jockey]]
*Columnist
*Writer}}",,,,,,,"[[Chennai, Tamil Nadu]], India",,,,,,,,,,,,"{{plainlist|
* [[ITFA Best Female Playback Award|ITFA Best Female Playback Singer]]
* [[Filmfare Award for Best Female Playback Singer – Telugu]]}}",,Suchitra Ramadurai,,,,,
Suchitra Bhattacharya,,Writer,,,,,{{birth date|1950|01|10|df|=|y}},{{death_date|2015|5|12|df|=|y}},"[[Bhagalpur]], India",[[Dhakuria]],,,"[[Hemanter Pakhi]], 
[[Dahan (1997 film)|Dahan]], [[Kachher Manush]]",Suchitra Bhattacharya photo.png,,,,,,,,,,,,,,
Suchitra Mitra,,Singer,,,,,{{Birth date|1924|9|19|df|=|yes}},{{Death date and age|2011|1|3|1924|9|19|df|=|yes}},"[[Gujhandi]], [[Bihar]], [[British India]]","[[Kolkata]], West Bengal, India",,,,Suchitra_Mitra.jpg,,,,,,,,,,,,,,
Suchitra Singh,,,,,,,{{Birth date and age|1977|1|31|df|=|yes}},,"[[Kamrup Metropolitan district|Kamrup]], [[Assam]], India",,,,,Suchitra.JPG,,,,,,,,,,,,,,
Sudha Chaudhry,,,,,,,{{birth date and age|1961|7|1|df|=|yes}},,,,,,,,,,,,,,,,,Indian,,,,
Sudha Kaul,,Social worker,,,,,,,India,,,,,,{{URL|Official web site}},,,,,,[[Padma Shri]],,,,,,,
Sudha Murty,,Chairperson of [[Infosys Foundation]],,,,[[N. R. Narayana Murthy]],{{birth date and age|df|=|yes|1950|08|19}},,"[[Shiggaon]], [[Mysore State]] (present day [[Karnataka]]), India",,,,{{Unbulleted_list|''[[How I Taught My Grandmother to Read]]''|''[[Mahashweta]]''|''[[Dollar Bahu]]''}},Sudha Murthy.jpg,,"2, including [[Rohan Murthy]]",,,,,[[Padma Shri]],,Sudha Kulkarni,[[Indian people|Indian]],,,,
Sudha Shah,,,India,,,,{{Birth date and age|1958|6|22|df|=|yes}},,"[[Kannur|Cannanore]], India",,,,,CI1I7441.jpg,,,,,,,,,,,,,,
Sudha Varghese,,[[Social activist]],,,,,{{Birth date and age|1949|09|05|df|=|Yes}},,"[[Kottayam district]], Kerala, India",,,"Nari Gunjan schools, Prerna schools",,"The President, Dr. A.P.J. Abdul Kalam presenting the Padma Shri Award – 2006 to Sister Sudha Varghese, a courageous social activist, in New Delhi on March 20, 2006.jpg",,,,,,,,,,[[India]],,,,
Sudipta Sengupta,,,,,,,"August 20, 1946",,"Calcutta, India",,,,,,,,,,,,"Shanti Swarup Bhatnagar Prize For Science and Technology, 1991",Jadavpur University,,[[India]],,,,
Sugathakumari,,{{hlist|Poet|Environmentalist|Social activist}},,,,{{Marriage|Dr. K. Velayudhan Nair|2003|end|=|death}},{{Birth date|df|=|yes|1934|01|22}},{{Death date and age|2020|12|23|1934|01|22|df|=|yes}},"[[Aranmula]], [[Travancore|Kingdom of Travancore]]","[[Thiruvananthapuram, Kerala]], India",,,"''Raathrimazha'', ''Ambalamani'', ''Manalezhuthu''",Sugathakumari1.jpg,,1,,,,,{{ublist|1968&nbsp;[[Kerala Sahitya Akademi Award for Poetry]]|1978&nbsp;[[Sahitya Akademi Award]]|2006&nbsp;[[Padma Shri]]|2009&nbsp;[[Ezhuthachan Puraskaram]]}},,Sugathakumari,[[Indian people|Indian]],,,,
Sujata Sridhar,,,India,,,,{{Birth date and age|1961|12|25|df|=|yes}},,[[India]],,,,,,,,,,,,,,,,,,,
Sujatha Ramdorai,,,,,,,{{birth year|1962}},,,,,"non-commutative [[Iwasawa theory]], Arithmetic of Algebraic varieties",,Sujatha Ramdorai.jpeg,,,,,,,[[ICTP Ramanujan Prize]] (2006) <br> [[Shanti Swarup Bhatnagar Award]] (2004)<br> [[Alexander von Humboldt Fellow]] (1997–1998),,,[[India]]n,,,,
Sukanya Datta,,Writer,,,,,,,[[India]],,,,,,,,,,,,,,Sukanya Datta,Indian,,,,
Devika Purnendu Vaidya,,,India,,,,{{birth date and age|1993|05|15|df|=|yes}},,"[[Kendrapara]], [[Odisha]]",,,,,,,,,,,,,,,,,,,
Sulajja Firodia Motwani,,"Indian businesswoman, Board of Advisor AIESEC in Pune.",,,,,{{Birth date and age|df|=|yes|1970|08|26}},,,,,,,,,,,,,,,MBA,Sulajja Firodia,Indian,,,,
Sulakshana Madhukar Naik,,,India,,,,{{Birth date and age|1978|11|10|df|=|yes}},,"[[Mumbai]], [[Maharashtra]], [[India]]",,,,,S-naik.jpg,,,,,,,,,,,,,,
Suma Shirur,,,[[India]],,,Siddharth Shirur,{{Birth date and age|df|=|yes|1974|5|10}},,"[[Chikkaballapur]], [[Karnataka]], [[India]]",,,,,,,,,,,,,,Suma Betaraya Dixit,[[India]]n,,{{convert|160|cm|ftin|abbr|=|on}},,
Sumana Kittur,,"Film director, lyricist, screenwriter, journalist",,,,{{marriage|Srinivas|2020}},,,"Kittur, [[Periyapatna]], [[Mysore]], [[Karnataka]], India",,,,,,,,,,,,,,D. Suman,,,,,
Sumana Roy,,"{{flatlist|
* Novelist
* short-story writer
* poet
* essayist}}",,,,,,,"[[Jalpaiguri]], [[West Bengal]], India",,,,"{{Plainlist|
* ''How I Became a Tree'' (2017)
* ''Missing: A Novel'' (2019)
* ''Out of Syllabus'' (2019)
* ''My Mother's Lover and Other Stories''}}",,{{Official website}},,,,,,,,,Indian,,,,
Sumathi Rao,,,,,,[[Ashoke Sen]],{{Birth date and age|1956|12|5|df|=|yes}},,,,,,,,http://www.hri.res.in/~sumathi/,,,,,,{{ublist|Fellow of the [[National Academy of Sciences]]|Fellow of the [[Indian Academy of Sciences]]}},,,[[Indian people|Indian]],,,,
Sumithra Kamaraj,,,,,,,{{Birth date and age |1994|7|5}},,,,,,,,,,,,,,,,,,,,,
Sumitra Marandi,,,,,,,{{birth date and age|df|=|yes|1996|10|25}},,"[[Baghmara, Dhanbad|Lutipahari]], [[Jharkhand]], India",,,,,,,,,,,,,,,,,,,
Sumrai Tete,,,,,,,15 November 1979,,[[Jharkhand]],,,,,,,,,,,,,,,,,,,
Sunaina Sunaina,,,,,,,{{Birth date and age|df|=|yes|1980|04|20}},,,,,,,,,,,,,,,,,Indian,,,,
[[Sunayna Sara Kuruvilla]],,,{{IND}},,,,{{birth date and age|1999|05|22}},,"[[Kochi]], India",,,,,Sunayna Kuruvilla 2018.jpg,,,,,,,,,,,,,,
Sunetra Arun Paranjpe,,,India,,,,{{Birth date and age|1980|5|9|df|=|yes}},,"[[Bombay]], [[India]]",,,,,,,,,,,,,,,,,,,
Sunila Apte,,,,,,,,,,,,[[Badminton]],,,,,,,,,,,,Indian,,,,
Sunita Deshpande,,,,,,[[Purushottam Laxman Deshpande]],{{Birth date |df|=|yes|1926|07|3}},{{Death date and age|df|=|yes|2009|11|07|1926|07|03}},,"Pune, India",,,,SunitaDeshpandePic.jpg,,,,,,,,,,,,,,
Sunita Jain,,"Poet, writer, novelist, scholar",,,,Adishwar Lal Jain,13 July 1940,11 December 2017,"[[Ambala district]], Haryana, India",New Delhi,,,,File:SunitaJainBW.jpg,,"Anu K. Mittal, Ravi K. Jain, Shashi K. Jain",,,,,"[[Padma Shri]]<br>The Vreeland Award (1969)<br>Marie Sandoz Prairie Schooner Fiction Award<br>Uttar Pradesh Hindi Sansthan Award<br>Delhi Hindi Academy Award<br>Nirala Namit Award<br>Sahityakar Samman<br>[[Mahadevi Varma]] Samman<br>Prabha Khetan Award<br>Brahmi Sundari Award<br>Sulochini Writer Award<br>[[Uttar Pradesh|UP]] Sahitya Bhushan Award<br>The Vyas Samman Award (2015) <br>
D.Litt. University of Burdhwan, 2015","BA, MA, PhD",,,,,,
Sunita Lakra,,,,,,,{{Birth date and age|1991|6|11|df|=|y}},,"[[Rajgangpur]], [[Odisha]], [[India]]",,,,,,,,,,,,,,,,57 kg,1.58 m,,
