Full Name,Description,Job,Country,Father,Mother,Spouse,Birth Date,Death Date,Birth Place,Death Place,Death Reason,Known for,Notable Work,Image,Website,Children,Native Name,Signature,Title,Honours,Awards,Education,Birth Name,Nationality,Weight,Height,Eye Color,Hair Color
Shraddha Arya,,{{hlist|Actress|model}},,,,,{{Birth_date and age|df|=|yes|1987|08|17}},,"[[New Delhi, India]]",,,,,Shraddha Arya at Screen Awards (cropped).jpg,,,,,,,,Master of Arts (M.A.) in Economics,,,,,,
Shraddha Das,,Actress,,,,,{{Birth date and age|1987|3|2|df|=|yes}},,"[[Bombay]], [[Maharashtra]], India",,,,,Shraddha Das at Special-screening of Blue Planet II (cropped).jpg,,,,,,,,,,,,,,
Shraddha Kapoor,,{{hlist|Actress|singer}},,[[Shakti Kapoor]],,,{{birth date and age|1987|03|03|df|=|y}},,"[[Bombay]], [[Maharashtra]], India",,,,,Shraddha Kapoor at Badlapur success bash.jpg,,,,Shraddha Kapoor tranperent signature.png,,,,,,,,,,
Shraddha Srinath,,{{hlist|[[Actress]]|[[Model (person)|model]]}},,,,,{{Birth date and age|1990|09|29|df|=|y}},,"[[Udhampur]], [[Jammu and Kashmir (state)|Jammu & Kashmir]], India",,,,,Shraddha Srinath.png,,,,,,,,,,,,,,
Shreya Dhanwanthary,,Actress,,,,,{{birth date and age|29 August 1988|df|=|yes}},,"[[Hyderabad]], [[Andhra Pradesh]], (now [[Telangana]]), India",,,,,Shreya Dhanwanthary at Soho House.jpg,,,,,,,,,,,,1.73 m,,
Shreya Narayan,,"Actress, writer, social worker,",,,,,{{Birth date and age|df|=|yes|1985|2|22}},,"[[Muzaffarpur]], [[Bihar]], [[India]]",,,,,ShreyaNarayan ta a Short Film Festival.jpg,,,,,,,,,,,,,,
Shritha Sivadas,,[[Film actress]]<br>[[Television presenter]],,,,,,,"[[Aluva]], [[Ernakulam]], [[Kerala]]",,,,,,,,,,,,,,,,,,,
Shriya Pilgaonkar,,{{hlist|Film actress|director|producer|stage performer}},,,,,{{Birth date and age |1989|4|25|df|=|y}},,,,,"''[[Fan (film)|Fan]]'', ''[[Mirzapur (TV series)|Mirzapur]]''",,Shriya Pilgaonkar grace the Jury meet of 13th Gemfields Retail Jeweller India Awards 2017 (02) (cropped).jpg,,,,,,,,,,Indian,,,,
Shriya Saran,,{{hlist|Actress|model}},,,,{{marriage|Andrei Koscheev|2018}},{{Birth date and age|df|=|yes|1982|09|11}},,"[[Haridwar]], [[Uttar Pradesh]], (now [[Uttarakhand]]), India",,,,[[Shriya Saran filmography|Full list]],"Shriya Saran at Jackky Bhagnani’s Diwali bash, 2019 (28) (cropped).jpg",,1,,,,,,,,,,,,
Shriya Sharma,,"{{csv|Actress|model, advocate}}",,,,,{{Birth-date and age|9 April 1997}},,"[[Palampur]], [[Himachal Pradesh]] India",,,,,Phoca thumb l pic-5.jpg,,,,,,,[[National Film Award for Best Child Artist]],,,,,,,
Shruti,,{{hlist|Actress|politician}},,,,{{marriage|[[S. Mahendar]]|1998|2009|reason|=|divorced}} <br/> {{marriage|[[Chakravarthy Chandrachud]]|2013|2014|reason|=|divorced}},{{Birth date and age|1975|09|18|df|=|yes}},,"[[Hassan, Karnataka]], India",,,,,Shruti.jpg,,,,,,,,,,,,,,
Shruti Haasan,,{{hlist|Actress|singer}},,[[Kamal Haasan]],[[Sarika Thakur]],,{{Birth date and age|1986|1|28|df|=|y}},,"[[Madras]], [[Tamil Nadu]], India (present-day [[Chennai]])",,,,,Shruti Haasan at the special screening of the short film Devi (32).jpg,{{website|shrutihaasan.in}},,,,,,,,,,,,,
Shruti Naidu,,"Actor, producer",,,,,,,Mysore,,,,,,{{url|shrutinaiduchithra.com}},,,,,,,,,Indian,,,,
Shruti Seth,,"[[Actress]], [[model (person)|Model]]",,,,{{marriage|[[Danish Aslam]]|2010}},,,"[[Mumbai, Maharashtra]], India",,,,,Shruti Seth 2015 (cropped).jpg,,1,,,,,,,,[[India]]n,,,,
Shruti Sharma,,"[[Actor]], [[model (person)|Model]]",,,,,{{Birth-date and age|6 July 1981}},,[[India]],,,,,Shruti sharma forest success.jpg,,,,,,,,,,,,,,
Shruti Sodhi,,[[Actress]],,,,,{{birth date and age|1989|11|23|df|=|yes}},,"[[Delhi]], [[India]]",,,,,,,,,,,,,,,[[India]]n,,,,
Shubha Poonja,,"[[Actress]], [[Model (person)|model]]",,,,,5 August 1978,,"[[Mangalore]], [[Karnataka]], India",,,,,Shubha Poonja (1).jpg,,,,,,,,,,,,,,
Shubhavi Arya,,"Director, animator",,,,,{{birth date and age|df|=|yes|1998|10|07}},,"New Delhi, [[Delhi]], India",,,,,Shubhavi arya.jpg,,,,,,,,"[[University of Minnesota]], [[Canadian International School (Singapore)|Canadian International School]]",,,,,,
Shweta Basu Prasad,,Actress,,,,{{married|Rohit Mittal|2018|2019|end|=|div.}},{{birth date and age|df|=|y|11 January 1991}},,"[[Jamshedpur]], [[Bihar]], India
(Now in [[Jharkhand]])",,,,,Shweta_Basu_Prasad_portrait.jpg,,,,,,,,,,,,,,
Shweta Bhardwaj,,"Actress, model",,,,,{{Birth date and age|1985|09|30|df|=|y}},,"[[Mumbai]], [[Maharashtra]], India",,,,,Shweta Bhardwaj provogue.jpg,,,,,,,,,,,,,,
Shweta Gulati,,[[Actress]],,,,,,,,,,,,Shweta Gulati Azaan Premiere.jpg,,,,,,,,,,,,,,
Shweta Menon,,{{hlist|Film actress|model|television anchor}},,,,Bobby Bhonsle (2004-2007) <br /> {{marriage|Sreevalsan Menon| 2011}},,,"[[Valanchery, Kerala]], India",,,,,Shweta Menon 1.jpg,{{URL|http://www.shwetha-menon.com}},1,,,"[[Femina Miss India|Femina Miss India Asia Pacific 1994]]<br />
Femina Miss India 1994(3rd runner up)",,[[Kerala State Film Awards]],,,,,,,
Shweta Tiwari,,{{hlist|Actress|model}},,,,{{marriage|[[Raja Chaudhary]]|1998|2007|end|=|div}} <br/> {{marriage|Abhinav Kohli|2013|2019|end|=|abbr|sep.|separated}} {{abbr|sep.|separated}},{{birth date and age|1980|10|4|df|=|y}},,"[[Pratapgarh, Uttar Pradesh|Pratapgarh]], [[Uttar Pradesh]], [[India]]",,,{{ubl|''[[Kasautii Zindagii Kay (2001 TV series)|Kasautii Zindagii Kay]]''|''[[Nach Baliye]]''|''[[Bigg Boss (Hindi season 4)|Bigg Boss]]''|''[[Parvarrish – Kuchh Khattee Kuchh Meethi|Parvarrish]]''|''[[Jhalak Dikhhla Jaa]]''| ''[[Begusarai (TV series)| Begusarai]]''|''[[Mere Dad Ki Dulhan]]''|''[[Fear Factor: Khatron Ke Khiladi 11]]''}},,Shweta Tiwari on 'Jhalak Dikhhla Jaa Season 6'.jpg,,2,,,,,,,,,,,,
Shweta Tripathi Sharma,,Actor,,,,{{marriage|Chaitanya Sharma |2018}},{{Birth date and age|1985|07|06|df|=|yes}},,"[[New Delhi]], [[India]]",,,''[[Mirzapur (TV series)]]'',,Shweta Tripathi at Critics' Choice Shorts & Series Awards 2019 (10).jpg,,,,,,,,[[National Institute of Fashion Technology]],,,,,,
Shyama,,Actress,,,,[[Fali Mistry]] (1953–1979; his death),{{birth date|1935|6|7|df|=|y}},{{death date and age|2017|11|14|1935|6|7|df|=|y}},"[[Lahore]], [[Punjab Province (British India)|Punjab]], [[British India]]<br> (now in [[Pakistan]])","[[Mumbai]], [[Maharashtra]], [[India]]",,,''[[Tarana (1951 film)|Tarana]]'' (1951)<br>''[[Aar Paar]]'' (1954)<br>''[[Sharada (1957 film)|Sharada]]'' (1957)<br>''[[Barsaat Ki Raat]]'' (1960),Shyama (Hindi film actress).jpg,,,,,,,[[Filmfare Award for Best Supporting Actress]] (1958),,,[[India]]n,,,,
Sihi Kahi Geetha,,{{hlist|Actress|[[Voice-over|voice-over artist]]}},,,,{{marriage|[[Sihi Kahi Chandru]]|1990}},,,"[[Karnataka]], India",,,,,,,[[Hitha Chandrashekar]],,,,,,,,[[Indian people|Indian]],,,,
Sija Rose,,"Actress, Television host, Asst.Director(''[[Traffic (2014 film)|Traffic]]'')",,,,,{{birth-date and age|11 June 1992}},,"[[Muscat]], [[Oman]]",,,,,,,,,,,,,,,,,,,
Silk Smitha,,Actress,,,,,{{Birth date|df|=|yes|1960|12|2}},{{Death date and age|df|=|yes|1996|9|23|1960|12|2}},"[[Kovvali, West Godavari district|Kovvali]], [[Andhra Pradesh]], India","[[Chennai]], [[Tamil Nadu]], India",[[Suicide by hanging]],,,Silk Smitha.jpg,,,,,,,,,,,,,,
Simi Garewal,,"Film actor, [[Producer (film)|producer]], director, talk show hostess",,,,{{marriage|Ravi Mohan|1970|1979|end|=|div}},{{birth date and age|1947|10|17|df|=|y}},,"[[Delhi]], India",,,,,SimiGarewal.jpg,,,,,,,,,,,,,,
Simone Singh,,[[Actress]],,,,,{{Birth date and age|df|=|yes|1974|11|10}},,"[[Jamshedpur]], [[Bihar]] (now in [[Jharkhand]])",,,,,SimoneSingh.jpg,,,,,,,,,,[[India]]n,,,,
Simple Kapadia,,{{csv|[[Actress]]|[[Costume designer]]}},,,,Rajinder Singh Shetty,{{birth date|df|=|yes|1958|08|15}},{{death date and age|df|=|yes|2009|11|10|1958|08|15}},"[[Mumbai|Bombay]], [[India]]","[[Mumbai]], [[Maharashtra]], [[India]]",,,,,,Karan Kapadia,,,,,[[National Film Award for Best Costume Design]] for ''[[Rudaali]]'' (1994),,,,,,,
Simran,,{{hlist|Actress|producer}},,,,{{marriage|Deepak Bagga|2003}},{{Birth date and age|df|=|yes|1976|04|04}},,"[[Bombay, Maharashtra]], India",,,,,,,2,,,,,,,,,,,,
Sindhu Menon,,"Actress, TV anchor",,,,Prabhu <br>(m.2010-Present),{{Birth date and age|df|=|yes|1985|06|17}},,"[[Bangalore]], [[Karnataka]], [[India]]",,,,,,,3,,,,,,,,Indian (By Birth),,,,
Sindhu Tolani,,[[Actress]],,,,,{{birth date and age|df|=|yes|1983|07|19}},,"[[Mumbai]], India",,,,,,,,,,,,,,,,,,,
Sithara,,[[Actress]],,,,,{{Birth date and age|df|=|yes|1973|06|30}},,"[[Kilimanoor, Kerala]], India",,,[[Mazhavilkavadi]]<br>[[Chamayam (1993 film)|Chamayam]]<br>[[Pudhu Pudhu Arthangal]]<br>[[Pudhu Vasantham]],,,,,,,,,,,,,,,,
Smita Bharti,,"Social Activist, Playwright, Director",,,,,{{birth date and age|df|=|yes|1964|08|02}},,"[[Bhilai]], Chhattisgarh India",,,,,File:Smita Bharti TRP.png,,,,,,,,,,Indian,,,,
Smita Talwalkar,,"[[Actress]], [[Film producer|producer]], [[film director|director]]",,,,,5 September 1954,{{Death date and given age|2014|8|6|59|df|=|yes}},,"Mumbai, India",,,,SmitaTalwalkarImg.jpg,,,,,,,,,,Indian,,,,
Smitha Rajan,,,,,,,{{birth-date and age|1969}},,"[[Kerala]], India",,,,,Smitha Rajan.JPG,http://www.smitharajan.com/,,,,,,,,,,,,,
Smiriti Kalra,,[[Actor]],,,,,{{birth date and age|1987|10|26|df|=|yes}},,[[Pathankot]],,,{{ubl|''[[12/24 Karol Bagh]]''|''[[Suvreen Guggal - Topper of The Year]]''|''[[Dil Sambhal Jaa Zara]]''}},,Smriti-Kalra-snapped-during-a-photo-shoot-for-dil-sambhal-jaa-zara.jpg,,,,,,,,,,[[Indian people|Indian]],,,,
Sneha,,"Actress, [[Model (person)|model]]",,,,{{marriage|[[Prasanna (actor)|Prasanna]]|2012}},{{birth date and age|1981|10|12|df|=|yes}},,"[[Bombay]], [[Maharashtra]], India",,,,,Sneha at Un Samayal Arayil Press Meet.jpg,,2,,,,,,,,,,,,
Sneha Kapoor,,"[[Dancer]], [[Choreographer]]",,,,,{{birth date and age|df|=|yes|1986|4|18}},,"[[Bangalore, Karnataka]], India",,,,,,www.snehakapoor.com,,,,,,,,,[[Indian people|Indian]],,,,
Sneha Ullal,,[[Actress]],,,,,{{birth date and age|1987|12|18|df|=|y}},,"[[Muscat]], Oman",,,,,Mahurat of kaash mere hote.jpg,,,,,,,,,,India,,,,
Snehalatha Reddy,,"Actress, Writer, Producer, Director, Social Activist",,,,[[Pattabhirama Reddy Tikkavarapu]],1932,{{death date and age|df|=|yes|1977|01|20|1932}},"[[Andhra Pradesh]], [[India]]",,,"[[Samskara (film)|Samskara]], Imprisonment during Emergency",,,,"Nandana Reddy,
Konarak Reddy",,,,,,,,[[India]]n,,,,
Snigdha Akolkar,,Model/Actress,,,,Sreeram Ramanathan (m.2019),,,"[[Pune]], [[India]]",,,,,,,,,,,,,,,,,,,
Sobhita Dhulipala,,{{hlist|Actress| model}},,,,,{{birth date and age|1992|5|31|df|=|y}},,"[[Tenali]], [[Andhra Pradesh]], India",,,,,Sobhita Dhulipala at Kaalakaandi press conference.jpg,,,,,,,,,,,,,,
Soha Ali Khan Pataudi,,[[Actor|Actress]],,,,{{marriage|[[Kunal Khemu]]|2015}},{{birth-date and age|4 October 1978}},,"[[New Delhi]], [[India]]",,,,,File:Soha 2013.jpg,,1,,,,,,,,[[Indian people|Indian]],,,,
Sonajharia Minz (Ph.D),,,,[[Nirmal Minz]],,,,,,,,,,Sonajharia minz.jpg,,,,,,,,"[[Women's Christian College, Chennai|Women's Christian College]], [[Madras Christian College]], [[Jawaharlal Nehru University]]",,[[Indian people|Indian]],,,,
Sonakshi Sinha,,{{hlist|Actress|singer}},,,,,{{birth date and age|df|=|yes|1987|6|2}},,"[[Patna]], [[Bihar]], India",,,,,Sonakshi-Sinha-d l.jpg,,,,,,,,,,,,,,
Sonal Chauhan,,{{Hlist|Model|actress|singer}},,,,,{{Birth date and age|df|=|y|1987|05|16}},,"[[Agra]], [[Uttar Pradesh]], [[India]]",,,,,Sonal Chauhan at the red carpet of 23rd Annual Star Screen Awards 2016 (13) (cropped).jpg,,,,,[[Femina Miss India]] World Tourism 2005<br/>''Miss World Tourism 2005'',,,,,,,,,
Sonal Mansingh,,"*[[Indian classical dance|Indian Classical Dancer]]
* [[Guru]]
*[[Motivational Speaker]]",,,,,{{Birth date and age|1944|4|30|df|=|y}},,"[[Mumbai|Bombay]],  [[Bombay Presidency]], [[British India]]",,,,,Sonal Mansingh.jpg,[http://www.sonalmansingh.in www.sonalmansingh.in],,,,,,,,,,,,,
Sonalee Kulkarni,,{{Hlist | Actress | dancer}},,,,{{Marriage|Kunal Benodekar|2021}},{{Birth-date and age|18 May 1988}},,"[[Khadki]], [[Pune]], [[Maharashtra]], [[India]]",,,,"{{Ubl
  | ''[[Natarang]]''
  | ''[[Mitwaa]]''
  | ''[[Grand Masti]]''
  | ''[[Hirkani]]''}}",Sonalee Kulkarni 2 (cropped).jpg,{{URL|sonaleekulkarni.com}},,,,,,,,,,,,,
Sonali Bendre,,Actress,,,,{{marriage|[[Goldie Behl]]|2002}},{{Birth date and age|1975|01|01|df|=|y}},,"[[Bombay]], [[Maharashtra]], India",,,,,Sonali-Bendre.jpg,,1,,,,,,,,,,,,
Sonali Gulati,,[[Film director]],,,,,{{birth date and age|1972|10|23}},,"[[New Delhi]], India",,,,,,https://www.sonalifilm.com/,,,,,,Guggenheim Fellowship,,,,,,,
Sonali Kulkarni,,{{hlist|Actress|Writer}},,,,{{ubl|Marriage|[[Chandrakant Kulkarni]]|end|=|divorce|Marriage|Nachiket Pantvaidya|2010}} {{Marriage|[[Chandrakant Kulkarni]]|end|=|divorce}} {{Marriage|Nachiket Pantvaidya|2010}},{{Birth date and age|df|=|yes|1974|11|03}},,"[[Pune district|Pune]], [[Maharashtra]], [[India]]",,,,,Sonali Kulkarni on Day 2 of Lakme Fashion Week 2017.jpg,,Kaveri Kulkarni (b. 2011),,,,,,,,,,,,
Sonali Raut,,{{hlist|Actress|model}},,,,,{{birth date and age|df|=|y|1990|12|23}},,"[[Mumbai]], [[Maharashtra]], [[India]]",,,''[[Bigg Boss 8]]'',,Sonali Raut at an event in 2016.jpg,,,,,,,,,,Indian,,{{cvt|1.71|m}},,
Sonalika Joshi,,Actress,,,,,{{Birth date and age|df|=|yes|1976|06|05}},,"[[Mumbai]], [[Maharashtra]], India",,,''Madhavi Bhide's'' role in [[Taarak Mehta Ka Ooltah Chashmah|TMKOC]],,File:Sonalika_joshi.jpg,,,,,,,,,,,,,,
Sonam,,[[Actress]],,,,[[Rajiv Rai]] (1991-2016 Divorced) <br>Murali Poduval (2017-),{{birth date and age|df|=|yes|1972|09|2}},,India,,,,,,,1,,,,,,,,,,,,
Sonam Bajwa,,{{hlist|Model|actress}},,,,,{{birth date and age|1989|8|16|df|=|y}},,"[[Nainital]], [[Uttar Pradesh]] (now in [[Uttarakhand]]), India",,,,,Sonam Bajwa (cropped).jpg,,,,,,,,[[University of Delhi]],,,,5 ft 7 in,,
Sonam Kapoor,,[[Actor|Actress]],,,,{{marriage|Anand Ahuja|2018}},{{birth date and age|1985|6|9|df|=|yes}},,"[[Bombay]], India (now [[Mumbai]], [[Maharashtra]], [[India]])",,,,,Sonam Kapoor at the L'Oreal Paris Femina Women Awards 2014.jpg,,,,,,,,,,,,,,
Sonarika Bhadoria,,Actress,,,,,{{birth date and age|df|=|yes|1992|12|03}},,"[[Bombay]], [[Maharashtra]], India",,,''[[Devon Ke Dev...Mahadev]]'',,Sonarika Bhadoria.jpg,,,,,,,,,,,,,,
Soni Razdan,,"[[Actress]], [[film director]]",,,,{{Marriage|[[Mahesh Bhatt]]|1986}},{{birth date and age|df|=|yes|1956|10|25}},,"[[Birmingham]], England",,,,,Soni Razdan.jpg,,Shaheen Bhatt <br/> [[Alia Bhatt]],,,,,,,,,,,,
Sonia Agarwal,,{{hlist|Actor|Model}},,,,{{Marriage|[[Selvaraghavan]]|2006|2010|end|=|divorced}},{{Birth date and age|1982|03|28|df|=|y}},,"[[Chandigarh]], India",,,,,Sonia Agarwal at 62nd FFA (cropped).jpg,,,,,,,,,,,,,,
Sonnalli Seygall,,Actress,,,,,{{birth date and age|df|=|y|1989|05|01}},,"[[Kolkata]], [[West Bengal]], India",,,,,Sonnalli Seygall graces H&M's store launch in Mumbai.jpg,,,,,,,,,,Indian,,170cm,,
Sonu Gowda,,Actress,,,,,{{Birth date and age|df|=|yes|1990|3|23}},,"[[Bangalore]], [[Karnataka]], India",,,,,,,,,,,,,,,,,,,
Sonu Walia,,Actress,,,,Surya Prakash,,,"[[New Delhi]], [[India]]",,,,,SonuWalia02.jpg,,,,,,,,,,,,,,
Sooni Taraporevala,,"screenwriter, film director, photographer",,,,,{{birth year and age|1957}},,[[Mumbai]],,,,,Sooni Taraporevala.jpg,,,,,,,,,,[[India]],,,,
Sophie Choudry,,"Actress, singer, songwriter, vj, television presenter",,,,,{{birth date and age|df|=|yes|1982|02|08}},,"[[Manchester]], England, United Kingdom",,,,,Sophie Choudry graces at Timekeepers Chopard event (07) (cropped).jpg,,,,,,,,,,,,,,
Soundarya,,Actress,,,,{{marriage|G. S. Raghu|2003}},{{birth date|df|=|yes|1972|07|18}} or {{birth date|df|=|yes|1976|07|18}},{{Death date|2004|04|17|df|=|y}},"[[Bangalore]], [[Karnataka]], India","Bangalore, Karnataka, India",[[Aviation accidents and incidents|Helicopter crash]],,[[Soundarya filmography|Full list]],Actress Soundarya.jpeg,,,,,,,,,,,,,,
Soundarya Rajinikanth,,"[[Graphic designer]], [[film producer]], [[film director|director]]",,[[Rajinikanth]],[[Latha Rajinikanth]],{{marriage | Ashwin Ramkumar | 2010 | 2017 |reason|=|divorced}} <br/> {{marriage| Vishagan Vanangamudi   | 2019}},{{birth date and age|1984|09|20|df|=|yes}},,"[[Madras]], [[Tamil Nadu]] (present-day Chennai), India",,,,,Soundarya Rajinikanth promotes VIP2 in Delhi.jpg,,Ved Krishna Ashwin (b.2015),,,,,,,,,,,,
Spruha Joshi,,"Actress, host, lyricist, anchor",,,,Varad Laghate,{{Birth date and age|1989|10|13|df|=|y}},,"[[Mumbai, Maharashtra]], India",,,,,Spruha Joshi.jpg,{{url|www.spruhaniya.com}},,,,,,,,,,,,,
Srabanti Chatterjee,,Actress,,,,"{{ubl
  | |marriage|[[Rajiv Kumar Biswas]]|ref| name=""TOI190129""|2003|2016|end|=|div|
  | |marriage|Krishnan Vraj|ref| name=""TOI190129""|2016|2017|end|=|div|
  | |marriage|Roshan Singh|ref| name=""lockdown201102""|ref| name=""Ganguly201102""|2019|2020|end|=|div|}} {{marriage|[[Rajiv Kumar Biswas]]|ref| name=""TOI190129""|2003|2016|end|=|div}} {{marriage|Krishnan Vraj|ref| name=""TOI190129""|2016|2017|end|=|div}} {{marriage|Roshan Singh|ref| name=""lockdown201102""|ref| name=""Ganguly201102""|2019|2020|end|=|div}}",{{birth date and age|df|=|yes|1987|8|13}},,"[[Kolkata]], [[West Bengal]], India",,,,,"Saswata, Srabanti and Director Manas Basu (cropped).jpg",,1(Jhinuk Chatterjee),,,,,,,,,,,,
Sreebala K Menon,,{{unbulleted list|[[Filmmaker]]}} Author,,,,,,,,,,"Kerala State Film Award
Kerala Sahithya Academy Award","19, canal Road, Slyviaplathinte master piece,
Panthibhojanam (short film)
Love 24x7 (feature film)",,,,,,,,,"[[C-DIT]], [[Trivandrum]]",,[[India]]n,,,,
Sri Divya,,Actress,,,,,{{birth date and age|df|=|y|1993|4|1}},,"[[Hyderabad]], [[Andhra Pradesh]], India",,,,,Sri Divya.jpeg,,,,,,,,,,,,,,
Sridevi,,{{hlist|Actress|film producer}},,,,{{marriage|[[Boney Kapoor]]|1996|<!--Year omitted (2018) per current Template:Marriage instructions-->}},{{birth date|1963|8|13|df|=|yes}},{{death date and age|2018|2|24|1963|8|13|df|=|yes}},"[[Meenampatti]], [[Virudhunagar District|Virudhunagar]], [[Madras State]], [[India]]<br />(present-day [[Tamil Nadu]])","[[Dubai, United Arab Emirates|Dubai]], [[United Arab Emirates]]",[[Drowning|Accidental drowning]],,,Sridevi.jpg,,2 (including [[Janhvi Kapoor]]),,,,[[Padma Shri]] (2013),,,,,,{{height|ft|=|5|in|=|7}},,
Srinidhi Shetty,,{{hlist|[[Model (people)|Model]]|[[actress]]}},,,,,{{birth date and age|df|=|yes|1992|10|21}},,"[[Kinnigoli]], [[Mangalore]], [[Karnataka]], [[India]]",,,,,Srinidhi Shetty (cropped).jpg,,,,,"* '''Miss Karnataka 2015'''
* '''[[Miss Diva Supranational|Miss Diva Supranational 2016]]'''
* '''Miss Supranational 2016'''",,,[[Bachelor of Electrical Engineering]],,,,{{height|m|=|1.72}},,
Sripriya,,,,,,MS Jaffer Singapore m. 1982-84 <br/>[[Rajkumar Sethupathi]] <br/> (m. 1988-present),{{Birth date and age|df|=|yes|1959|03|5}},,"[[Chennai, Tamil Nadu]], India",,,,,,,"Sneha, Nagarjun",,,,,,,,,,,,
Sriti Jha,,Actress,,,,,{{Birth date and age|1986|2|26|df|=|yes}},,"[[Begusarai, Bihar]], India",,,,''[[Kumkum Bhagya]]'',Sriti Jha zt Zee-Rishtey-Awards 2018.jpg,,,,,,,{{ubl|[[Indian Telly Award for Best Actress in a Lead Role]] (2015) | [[Gold Award for Best Actress in a Lead Role]] (2018) | [[ITA Award for Best Actress Drama|ITA Award for Best Actress in Drama series]] (2019)}},"[[Bachelor of Arts]] in English from Sri Venkateshwara College, New Delhi",,,,,,
Srividya,,,,,,{{marriage|George Thomas|1978|1980|end|=|divorce}},{{Birth date|df|=|yes|1953|07|24}},{{Death date and age|df|=|yes|2006|10|19|1953|07|24}},"[[Chennai district|Madras]] (now [[Chennai district|Chennai]]), [[Tamil Nadu]], India","[[Thiruvananthapuram district|Thiruvananthapuram]], [[Kerala]], India",,,,srividya.jpg,,,,,,,,,,,,,,
Suchitra Chandrabose,,"[[choreographer]], [[Director (film)|director]]",,,,[[Chandrabose (lyricist)|Chandrabose]],,,,,,,,,,,,,,,[[Filmfare Awards South|Filmfare awards]],,,,,,,
Suchitra Krishnamoorthi,,"Actress, writer, painter, singer",,,,{{marriage|[[Shekhar Kapur]]|1999|2007|reason|=|div}},{{Birth date and age|df|=|yes|1975|11|27}},,"[[Bombay]], [[Maharashtra]], [[India]] (present-day Mumbai)",,,,,Suchitra.Krishnamoorthi.jpg,,1,,,,,,,,,,,,
Suchitra Mitra,,Singer,,,,,{{Birth date|1924|9|19|df|=|yes}},{{Death date and age|2011|1|3|1924|9|19|df|=|yes}},"[[Gujhandi]], [[Bihar]], [[British India]]","[[Kolkata]], West Bengal, India",,,,Suchitra_Mitra.jpg,,,,,,,,,,,,,,
Suchitra Sen,,Actress,,,,{{marriage|Dibanath Sen|1947|1970|end|=|died}},{{birth date|df|=|yes|1931|04|06}},{{death date and age|df|=|yes|2014|01|17|1931|4|6}},"[[Pabna]], [[Bengal Presidency]], [[British Raj|British India]] <br/>(now in [[Sirajganj]], [[Bangladesh]])","[[Kolkata]], [[West Bengal]], India",,,[[#Filmography|Filmography]],Suchitra Sen.jpg,,[[Moon Moon Sen]],,Suchitra Sen English signature.jpg,,,[[Padma Shri]]<br/>[[Banga Bibhushan]],,,Indian,,,,
Sudha Belawadi,,{{hlist|Film actress|drama artist|television artist}},,,[[Bhargavi Narayan]],M. G. Sathya Rao,,,"[[Bengaluru]], [[Karnataka]], India",,,,,,,"2, including [[Samyukta Hornad]]",,,,,,,,,,,,
Sudha Bhattacharya,,"Molecular Biologist, Academic, Scientist, Writer",,,,[[Alok Bhattacharya]],{{Birth date and age|1952|03|7}},,,,,Work on understanding gene organisation and expression in [[Entamoeba histolytica]],,,,,,,,,,"[[B.Sc]] (Hons) from [[University of Delhi]],
[[M.Sc]], [[PhD]] from [[Indian Agricultural Research Institute]] and [[Post-doctoral]] from [[Stanford University]]",,Indian,,,,
Sudha Chandran,,{{hlist|Actress|Dancer}},,,,{{Marriage|Ravi Dang|1994}},{{birth date and age|df|=|yes|1965|09|27}},,"[[Mumbai]], [[Maharashtra]], [[India]]",,,,,Sudha Chandran (cropped).jpg,,,,,,,,,,,,,,
Sudha Kongara,,"Film director, screenwriter",,,,,,,"[[Vijayawada]], [[Andhra Pradesh]], India",,,,,Sudha Kongara Prasad at Irudhi Suttru Thanks Giving Meet.jpg,,,,,,,,,,,,,,
Sudha Narasimharaju,,Film and television actress,,[[Narasimharaju (Kannada actor)|Narasimharaju]],,,,,"[[Karnataka]], India",,,,,,,,,,,,,,,,,,,
Sudha Rani,,Actress,,,,Sanjay (m.1996; div. 1998) <br/>Govardhan (m.2000–present),{{Birth date and age|df|=|yes|1973|08|14}},,"[[Bangalore]], India",,,,,Sudharani (Kannada film actress).jpg,,Nidhi (b.2001),,,,,,,,,,,,
Sudiptaa Chakraborty,,Actress,,,,[[Rajesh Sharma (actor)|Rajesh Sharma]] (2005–2009)<br/>Avishek Saha (2014–present),,,,,,''[[Bariwali]]'',,,,1,,,,,,,,Indian,,,,
Suhasi Goradia Dhami,,{{hlist|Actress|model|dancer}},,,,{{marriage|Jaisheel Dhami|2007}},{{birth date and age|1988|04|28|df|=|y}},,"[[Mumbai]], [[Maharashtra]]",,,,,Suhasi Dhami graces ‘Big Life OK Now Awards 2014’.jpg,,1,,,,,,,,Indian,,,,
Suhasini Maniratnam,,{{hlist|Actress|director|producer|writer}},,,,{{marriage|[[Mani Ratnam]]|1988}},{{Birth date and age|df|=|yes|1961|8|15}},,"[[Paramakudi]], [[Madras State]], India<br />(present-day [[Tamil Nadu]], India)",,,,,Suhasini Maniratnam - TeachAIDS Interview (cropped).png,,1,,,,,,,,,,,,
Suhasini Maniratnam,,{{hlist|Actress|director|producer|writer}},,,,{{marriage|[[Mani Ratnam]]|1988}},{{Birth date and age|df|=|yes|1961|8|15}},,"[[Paramakudi]], [[Madras State]], India<br />(present-day [[Tamil Nadu]], India)",,,,,Suhasini Maniratnam - TeachAIDS Interview (cropped).png,,1,,,,,,,,,,,,
